iteration,latency_seconds
1,0.07264566421508789
2,0.059560298919677734
3,0.055367469787597656
4,0.057058095932006836
5,0.053270578384399414
6,0.07123970985412598
7,0.05791425704956055
8,0.05515480041503906
9,0.06330251693725586
10,0.05974221229553223
11,0.061514854431152344
12,0.0650627613067627
13,0.055635929107666016
14,0.05927133560180664
15,0.05322384834289551
16,0.05376005172729492
17,0.07871603965759277
18,0.05800747871398926
19,0.057323455810546875
20,0.058168649673461914
21,0.07909631729125977
22,0.055771589279174805
23,0.054351806640625
24,0.05844378471374512
25,0.05323338508605957
26,0.07036924362182617
27,0.051476240158081055
28,0.054634809494018555
29,0.05073904991149902
30,0.05327486991882324
31,0.054800987243652344
32,0.0669398307800293
33,0.0538022518157959
34,0.05280327796936035
35,0.056392669677734375
36,0.055711984634399414
37,0.05355572700500488
38,0.05984044075012207
39,0.05853605270385742
40,0.05498480796813965
41,0.058568716049194336
42,0.054784297943115234
43,0.05879569053649902
44,0.058542490005493164
45,0.06126689910888672
46,0.07197237014770508
47,0.05689692497253418
48,0.07307910919189453
49,0.05760836601257324
50,0.05506634712219238
51,0.05205249786376953
52,0.06021237373352051
53,0.0626678466796875
54,0.060927629470825195
55,0.05408787727355957
56,0.057091712951660156
57,0.057256460189819336
58,0.06244349479675293
59,0.054949283599853516
60,0.060003042221069336
61,0.05964541435241699
62,0.05805230140686035
63,0.05996561050415039
64,0.05950021743774414
65,0.07133364677429199
66,0.0673666000366211
67,0.05226397514343262
68,0.061567068099975586
69,0.05941438674926758
70,0.0628962516784668
71,0.05193328857421875
72,0.05734109878540039
73,0.06108903884887695
74,0.07727909088134766
75,0.06261444091796875
76,0.0622868537902832
77,0.06861352920532227
78,0.05977964401245117
79,0.07292771339416504
80,0.054746150970458984
81,0.05960488319396973
82,0.059942007064819336
83,0.05560111999511719
84,0.05491328239440918
85,0.06037425994873047
86,0.057219505310058594
87,0.07632088661193848
88,0.08065462112426758
89,0.05818676948547363
90,0.05930495262145996
91,0.05871701240539551
92,0.06525611877441406
93,0.05722951889038086
94,0.05143928527832031
95,0.07582497596740723
96,0.05773806571960449
97,0.05777430534362793
98,0.07536911964416504
99,0.05639219284057617
100,0.05231881141662598
