iteration,latency_seconds
1,0.09614372253417969
2,0.05928635597229004
3,0.055857181549072266
4,0.05187082290649414
5,0.05683541297912598
6,0.054200172424316406
7,0.07095050811767578
8,0.055143117904663086
9,0.07468676567077637
10,0.05595588684082031
11,0.07367229461669922
12,0.06222987174987793
13,0.05554699897766113
14,0.05730748176574707
15,0.07788300514221191
16,0.057653188705444336
17,0.07264971733093262
18,0.058028221130371094
19,0.05301260948181152
20,0.0760338306427002
21,0.05941462516784668
22,0.05742669105529785
23,0.0565187931060791
24,0.06030631065368652
25,0.06388425827026367
26,0.05413389205932617
27,0.06242680549621582
28,0.056717634201049805
29,0.06333255767822266
30,0.055985450744628906
31,0.08127903938293457
32,0.06002449989318848
33,0.053899526596069336
34,0.062320709228515625
35,0.056915283203125
36,0.0645284652709961
37,0.05673623085021973
38,0.08222341537475586
39,0.0585484504699707
40,0.07117605209350586
41,0.052915334701538086
42,0.07065510749816895
43,0.05407428741455078
44,0.05321931838989258
45,0.06420040130615234
46,0.0757303237915039
47,0.06929969787597656
48,0.06380462646484375
49,0.05493783950805664
50,0.059528350830078125
51,0.058011531829833984
52,0.0623321533203125
53,0.05565333366394043
54,0.059216976165771484
55,0.05395078659057617
56,0.0605778694152832
57,0.05830669403076172
58,0.0719749927520752
59,0.06295895576477051
60,0.06041073799133301
61,0.06167936325073242
62,0.0522465705871582
63,0.05831170082092285
64,0.05715680122375488
65,0.0529024600982666
66,0.0605015754699707
67,0.05688047409057617
68,0.05411839485168457
69,0.05661201477050781
70,0.06286430358886719
71,0.05387997627258301
72,0.054262399673461914
73,0.05364418029785156
74,0.07085037231445312
75,0.05959916114807129
76,0.05535626411437988
77,0.05654788017272949
78,0.056458234786987305
79,0.06939840316772461
80,0.06682872772216797
81,0.05435824394226074
82,0.06246232986450195
83,0.07598638534545898
84,0.05603313446044922
85,0.05273032188415527
86,0.05156588554382324
87,0.05559563636779785
88,0.05336785316467285
89,0.05614519119262695
90,0.07142758369445801
91,0.053827762603759766
92,0.05831027030944824
93,0.06071162223815918
94,0.05910491943359375
95,0.060823917388916016
96,0.07029223442077637
97,0.054190874099731445
98,0.06278514862060547
99,0.05621218681335449
100,0.0591425895690918
